<,rank,date,main_artist,featured_artist_1,featured_artist_2,featured_artist_3,song,semanas_en_rank,peak_rank,artist_full,popularity,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cantidad_de_features
619788,1,02/01/2010,Ke$ha,,,,TiK ToK,28,1,Ke$ha,,,no,07/08/2009,,,,,,,,,,1
623387,2,02/01/2010,Jay-Z + Alicia Keys,,,,Empire State Of Mind,16,2,Jay-Z + Alicia Keys,,,si,03/10/2009,,,,,,,,,,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,83,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,13,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,51,294640,si,19/11/2009,0.695,0.919,-3.769,0.0381,0.00264,4.10E-05,0.062,0.717,119.002,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,54,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,0,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,47,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,16/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,48,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
614153,4,02/01/2010,Iyaz,,,,Replay,17,2,Iyaz,78,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,4,02/01/2010,Iyaz,,,,Replay,17,2,Iyaz,75,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,4,02/01/2010,Iyaz,,,,Replay,17,2,Iyaz,5,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.034,1
617994,5,02/01/2010,Owl City,,,,Fireflies,14,4,Owl City,80,228347,no,14/07/2009,0.512,0.662,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,1
619787,6,02/01/2010,David Guetta,Akon,,,Sexy Chick,21,5,David Guetta & Akon,,,no,24/07/2009,,,,,,,,,,1
612267,7,02/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,74,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,7,02/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,22,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,7,02/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,0,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,7,02/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,62,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,7,02/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,69,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612274,8,02/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,52,212520,no,31/05/2009,0.658,0.688,-4.506,0.0334,0.0106,0,0.0791,0.689,66.001,1
612274,8,02/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,60,212507,no,31/05/2009,0.727,0.68,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,1
612274,8,02/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,49,212773,no,31/05/2009,0.723,0.686,-4.526,0.0286,0.0103,0,0.0783,0.698,132.007,1
614068,9,02/01/2010,The Black Eyed Peas,,,,Meet Me Halfway,11,9,The Black Eyed Peas,,,no,22/09/2009,,,,,,,,,,1
626042,10,02/01/2010,Britney Spears,,,,3,10,10,Britney Spears,66,213173,no,29/09/2009,0.697,0.709,-1.917,0.0455,0.0452,0,0.138,0.787,134.91,1
629669,11,02/01/2010,Rihanna,Jeezy,,,Hard,16,8,Rihanna & Jeezy,57,250600,si,10/11/2009,0.31,0.746,-3.599,0.111,0.0121,0,0.649,0.163,182.032,1
626888,12,02/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,74,288133,si,14/11/2009,0.733,0.664,-6.163,0.295,0.102,0,0.191,0.557,148.005,1
626888,12,02/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,53,289253,si,14/11/2009,0.738,0.695,-5.764,0.219,0.118,0,0.13,0.566,148.004,1
626888,12,02/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,46,289467,si,14/11/2009,0.736,0.662,-6.158,0.179,0.102,0,0.0894,0.553,148.027,1
629596,13,02/01/2010,Ludacris,,,,How Low,20,6,Ludacris,64,201587,si,08/12/2009,0.785,0.498,-6.977,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,1
627683,14,02/01/2010,Jay Sean,Sean Paul,Lil Jon,,Do You Remember,14,10,Jay Sean & Sean Paul & Lil Jon,50,210800,no,03/11/2009,0.854,0.674,-4.896,0.0705,0.0204,0,0.101,0.818,125.845,2
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,80,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,7,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,12,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,53,202760,no,11/08/2009,0.478,0.703,-4.665,0.066,0.000964,7.55E-05,0.0798,0.483,191.957,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,19,02/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,75,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
612457,20,02/01/2010,The Black Eyed Peas,,,,I Gotta Feeling,29,9,The Black Eyed Peas,,,no,21/05/2009,,,,,,,,,,1
621223,21,02/01/2010,Lady Antebellum,,,,Need You Now,42,2,Lady Antebellum,,,no,11/08/2009,,,,,,,,,,1
620532,32,02/01/2010,Train,,,,"Hey, Soul Sister",43,3,Train,84,216773,no,11/08/2009,0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,1
623251,34,02/01/2010,Trey Songz,Fabolous,,,Say Aah,24,9,Trey Songz & Fabolous,,,si,12/01/2010,,,,,,,,,,1
630457,38,02/01/2010,Lady Gaga,Beyonce,,,Telephone,30,3,Lady Gaga & Beyonce,,,no,26/01/2010,,,,,,,,,,1
631131,70,02/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,70,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
631131,70,02/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,58,198960,no,10/12/2009,0.762,0.739,-4.178,0.0328,0.0269,0,0.498,0.852,110.002,1
631131,70,02/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,65,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
630458,72,02/01/2010,Adam Lambert,,,,Whataya Want From Me,30,10,Adam Lambert,,,no,20/11/2009,,,,,,,,,,1
612460,93,02/01/2010,The Black Eyed Peas,,,,Imma Be,25,1,The Black Eyed Peas,,,no,12/01/2010,,,,,,,,,,1
619788,1,09/01/2010,Ke$ha,,,,TiK ToK,28,1,Ke$ha,,,no,07/08/2009,,,,,,,,,,1
614153,2,09/01/2010,Iyaz,,,,Replay,17,2,Iyaz,78,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,2,09/01/2010,Iyaz,,,,Replay,17,2,Iyaz,75,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,2,09/01/2010,Iyaz,,,,Replay,17,2,Iyaz,5,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.034,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,83,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,13,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,51,294640,si,19/11/2009,0.695,0.919,-3.769,0.0381,0.00264,4.10E-05,0.062,0.717,119.002,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,54,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,0,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,47,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,23/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,48,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
617994,4,09/01/2010,Owl City,,,,Fireflies,14,4,Owl City,80,228347,no,14/07/2009,0.512,0.662,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,1
623387,5,09/01/2010,Jay-Z + Alicia Keys,,,,Empire State Of Mind,16,2,Jay-Z + Alicia Keys,,,si,03/10/2009,,,,,,,,,,1
612267,6,09/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,74,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,6,09/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,22,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,6,09/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,0,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,6,09/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,62,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,6,09/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,69,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612274,7,09/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,52,212520,no,31/05/2009,0.658,0.688,-4.506,0.0334,0.0106,0,0.0791,0.689,66.001,1
612274,7,09/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,60,212507,no,31/05/2009,0.727,0.68,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,1
612274,7,09/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,49,212773,no,31/05/2009,0.723,0.686,-4.526,0.0286,0.0103,0,0.0783,0.698,132.007,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,80,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,7,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,12,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,53,202760,no,11/08/2009,0.478,0.703,-4.665,0.066,0.000964,7.55E-05,0.0798,0.483,191.957,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,8,09/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,75,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
619787,9,09/01/2010,David Guetta,Akon,,,Sexy Chick,21,5,David Guetta & Akon,,,no,24/07/2009,,,,,,,,,,1
627683,10,09/01/2010,Jay Sean,Sean Paul,Lil Jon,,Do You Remember,14,10,Jay Sean & Sean Paul & Lil Jon,50,210800,no,03/11/2009,0.854,0.674,-4.896,0.0705,0.0204,0,0.101,0.818,125.845,2
614068,11,09/01/2010,The Black Eyed Peas,,,,Meet Me Halfway,11,9,The Black Eyed Peas,,,no,22/09/2009,,,,,,,,,,1
626888,12,09/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,74,288133,si,14/11/2009,0.733,0.664,-6.163,0.295,0.102,0,0.191,0.557,148.005,1
626888,12,09/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,53,289253,si,14/11/2009,0.738,0.695,-5.764,0.219,0.118,0,0.13,0.566,148.004,1
626888,12,09/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,46,289467,si,14/11/2009,0.736,0.662,-6.158,0.179,0.102,0,0.0894,0.553,148.027,1
626042,13,09/01/2010,Britney Spears,,,,3,10,10,Britney Spears,66,213173,no,29/09/2009,0.697,0.709,-1.917,0.0455,0.0452,0,0.138,0.787,134.91,1
612457,14,09/01/2010,The Black Eyed Peas,,,,I Gotta Feeling,29,9,The Black Eyed Peas,,,no,21/05/2009,,,,,,,,,,1
629669,18,09/01/2010,Rihanna,Jeezy,,,Hard,16,8,Rihanna & Jeezy,57,250600,si,10/11/2009,0.31,0.746,-3.599,0.111,0.0121,0,0.649,0.163,182.032,1
621223,22,09/01/2010,Lady Antebellum,,,,Need You Now,42,2,Lady Antebellum,,,no,11/08/2009,,,,,,,,,,1
629596,23,09/01/2010,Ludacris,,,,How Low,20,6,Ludacris,64,201587,si,08/12/2009,0.785,0.498,-6.977,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,1
620532,34,09/01/2010,Train,,,,"Hey, Soul Sister",43,3,Train,84,216773,no,11/08/2009,0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,1
630457,37,09/01/2010,Lady Gaga,Beyonce,,,Telephone,30,3,Lady Gaga & Beyonce,,,no,26/01/2010,,,,,,,,,,1
623251,42,09/01/2010,Trey Songz,Fabolous,,,Say Aah,24,9,Trey Songz & Fabolous,,,si,12/01/2010,,,,,,,,,,1
631131,59,09/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,70,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
631131,59,09/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,58,198960,no,10/12/2009,0.762,0.739,-4.178,0.0328,0.0269,0,0.498,0.852,110.002,1
631131,59,09/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,65,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
612460,66,09/01/2010,The Black Eyed Peas,,,,Imma Be,25,1,The Black Eyed Peas,,,no,12/01/2010,,,,,,,,,,1
630458,68,09/01/2010,Adam Lambert,,,,Whataya Want From Me,30,10,Adam Lambert,,,no,20/11/2009,,,,,,,,,,1
619788,1,16/01/2010,Ke$ha,,,,TiK ToK,28,1,Ke$ha,,,no,07/08/2009,,,,,,,,,,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,83,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,13,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,51,294640,si,19/11/2009,0.695,0.919,-3.769,0.0381,0.00264,4.10E-05,0.062,0.717,119.002,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,54,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,0,294573,si,19/11/2009,0.695,0.921,-3.752,0.0363,0.00314,5.26E-05,0.0842,0.714,119.007,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,47,294467,si,19/11/2009,0.693,0.924,-3.711,0.0392,0.0034,4.40E-05,0.0926,0.715,118.983,1
628194,2,30/01/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,48,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
614153,3,16/01/2010,Iyaz,,,,Replay,17,2,Iyaz,78,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,3,16/01/2010,Iyaz,,,,Replay,17,2,Iyaz,75,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,1
614153,3,16/01/2010,Iyaz,,,,Replay,17,2,Iyaz,5,182307,no,07/07/2009,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.034,1
623387,4,16/01/2010,Jay-Z + Alicia Keys,,,,Empire State Of Mind,16,2,Jay-Z + Alicia Keys,,,si,03/10/2009,,,,,,,,,,1
617994,5,16/01/2010,Owl City,,,,Fireflies,14,4,Owl City,80,228347,no,14/07/2009,0.512,0.662,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,1
619787,6,16/01/2010,David Guetta,Akon,,,Sexy Chick,21,5,David Guetta & Akon,,,no,24/07/2009,,,,,,,,,,1
612274,7,16/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,52,212520,no,31/05/2009,0.658,0.688,-4.506,0.0334,0.0106,0,0.0791,0.689,66.001,1
612274,7,16/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,60,212507,no,31/05/2009,0.727,0.68,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,1
612274,7,16/01/2010,Jay Sean,Lil Wayne,,,Down,16,7,Jay Sean & Lil Wayne,49,212773,no,31/05/2009,0.723,0.686,-4.526,0.0286,0.0103,0,0.0783,0.698,132.007,1
612267,8,16/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,74,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,8,16/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,22,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,8,16/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,0,221253,no,05/05/2009,0.615,0.711,-5.507,0.078,0.0444,0,0.145,0.711,144.034,1
612267,8,16/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,62,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612267,8,16/01/2010,Jason Derulo,,,,Whatcha Say,14,6,Jason Derulo,69,221253,no,05/05/2009,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,1
612457,9,16/01/2010,The Black Eyed Peas,,,,I Gotta Feeling,29,9,The Black Eyed Peas,,,no,21/05/2009,,,,,,,,,,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,80,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,7,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,12,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,53,202760,no,11/08/2009,0.478,0.703,-4.665,0.066,0.000964,7.55E-05,0.0798,0.483,191.957,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,0,202733,no,11/08/2009,0.66,0.701,-4.649,0.0405,0.00112,0.00016,0.0871,0.436,96.002,1
619785,10,16/01/2010,Miley Cyrus,,,,Party In The U.S.A.,10,8,Miley Cyrus,75,202067,no,11/08/2009,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
627683,11,16/01/2010,Jay Sean,Sean Paul,Lil Jon,,Do You Remember,14,10,Jay Sean & Sean Paul & Lil Jon,50,210800,no,03/11/2009,0.854,0.674,-4.896,0.0705,0.0204,0,0.101,0.818,125.845,2
626888,12,16/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,74,288133,si,14/11/2009,0.733,0.664,-6.163,0.295,0.102,0,0.191,0.557,148.005,1
626888,12,16/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,53,289253,si,14/11/2009,0.738,0.695,-5.764,0.219,0.118,0,0.13,0.566,148.004,1
626888,12,16/01/2010,Young Money,Lloyd,,,BedRock,22,2,Young Money & Lloyd,46,289467,si,14/11/2009,0.736,0.662,-6.158,0.179,0.102,0,0.0894,0.553,148.027,1
614068,13,16/01/2010,The Black Eyed Peas,,,,Meet Me Halfway,11,9,The Black Eyed Peas,,,no,22/09/2009,,,,,,,,,,1
629669,15,16/01/2010,Rihanna,Jeezy,,,Hard,16,8,Rihanna & Jeezy,57,250600,si,10/11/2009,0.31,0.746,-3.599,0.111,0.0121,0,0.649,0.163,182.032,1
626042,16,16/01/2010,Britney Spears,,,,3,10,10,Britney Spears,66,213173,no,29/09/2009,0.697,0.709,-1.917,0.0455,0.0452,0,0.138,0.787,134.91,1
621223,20,16/01/2010,Lady Antebellum,,,,Need You Now,42,2,Lady Antebellum,,,no,11/08/2009,,,,,,,,,,1
629596,21,16/01/2010,Ludacris,,,,How Low,20,6,Ludacris,64,201587,si,08/12/2009,0.785,0.498,-6.977,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,1
620532,29,16/01/2010,Train,,,,"Hey, Soul Sister",43,3,Train,84,216773,no,11/08/2009,0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,1
630457,37,16/01/2010,Lady Gaga,Beyonce,,,Telephone,30,3,Lady Gaga & Beyonce,,,no,26/01/2010,,,,,,,,,,1
623251,40,16/01/2010,Trey Songz,Fabolous,,,Say Aah,24,9,Trey Songz & Fabolous,,,si,12/01/2010,,,,,,,,,,1
612460,46,16/01/2010,The Black Eyed Peas,,,,Imma Be,25,1,The Black Eyed Peas,,,no,12/01/2010,,,,,,,,,,1
631131,50,16/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,70,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
631131,50,16/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,58,198960,no,10/12/2009,0.762,0.739,-4.178,0.0328,0.0269,0,0.498,0.852,110.002,1
631131,50,16/01/2010,Jason Derulo,,,,In My Head,33,5,Jason Derulo,65,199027,no,10/12/2009,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,1
630458,70,16/01/2010,Adam Lambert,,,,Whataya Want From Me,30,10,Adam Lambert,,,no,20/11/2009,,,,,,,,,,1
619788,1,23/01/2010,Ke$ha,,,,TiK ToK,28,1,Ke$ha,,,no,07/08/2009,,,,,,,,,,1
628194,2,13/02/2010,Lady Gaga,,,,Bad Romance,27,2,Lady Gaga,83,294573,si,19/11/2009,0.696,0.921,-3.755,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
