<,rank,date,main_artist,featured_artist_1,featured_artist_2,featured_artist_3,song,semanas_en_rank,peak_rank,artist_full,popularity,duration_ms,explicit,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cantidad_de_features
680447,24,21/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,61,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,24,21/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,69,262173,no,25/01/2011,0.75,0.727,-4.21,0.142,0.0189,0,0.266,0.359,129.993,2
680447,24,21/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,59,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,24,21/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,47,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,72,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,75,227880,no,26/10/2010,0.638,0.826,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,67,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,55,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,51,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,2,229773,no,26/10/2010,0.636,0.832,-4.994,0.0478,0.141,0,0.0832,0.617,124.089,1
663560,25,21/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,46,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
667121,30,21/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,30,21/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,30,21/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,30,21/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,20,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
660203,33,21/05/2011,Bruno Mars,,,,Just The Way You Are,48,1,Bruno Mars,43,220293,no,20/06/2010,0.636,0.847,-5.417,0.0439,0.0132,0,0.105,0.455,109.028,1
670409,37,21/05/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,55,229413,no,04/04/2011,0.678,0.739,-5.068,0.0352,0.32,2.36E-06,0.116,0.658,127.037,1
670409,37,21/05/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,74,229400,no,04/04/2011,0.68,0.741,-5.055,0.0357,0.347,1.87E-06,0.117,0.635,127.024,1
671333,39,21/05/2011,Enrique Iglesias,Ludacris,DJ Frank E,,Tonight (I'm Lovin' You),25,4,Enrique Iglesias & Ludacris & DJ Frank E,50,231293,no,22/11/2010,0.651,0.884,-3.986,0.0533,0.0242,5.36E-06,0.202,0.285,125.941,2
678194,44,21/05/2011,Lil Wayne,Cory Gunz,,,6 Foot 7 Foot,21,9,Lil Wayne & Cory Gunz,65,248587,si,16/12/2010,0.364,0.752,-5.429,0.304,0.0007,0,0.318,0.606,79.119,1
678194,44,21/05/2011,Lil Wayne,Cory Gunz,,,6 Foot 7 Foot,21,9,Lil Wayne & Cory Gunz,43,248587,si,16/12/2010,0.365,0.751,-5.429,0.304,0.000707,0,0.318,0.604,79.119,1
678194,44,21/05/2011,Lil Wayne,Cory Gunz,,,6 Foot 7 Foot,21,9,Lil Wayne & Cory Gunz,73,248587,si,16/12/2010,0.365,0.751,-5.429,0.304,0.000707,0,0.318,0.604,79.119,1
676439,48,21/05/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,80,200013,si,05/04/2011,0.723,0.86,-4.357,0.203,0.271,4.56E-06,0.598,0.667,126.979,1
676439,48,21/05/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,2,202773,si,05/04/2011,0.751,0.777,-6.105,0.2,0.0558,0.00542,0.331,0.643,126.938,1
630980,51,21/05/2011,OneRepublic,,,,Good Life,34,8,OneRepublic,73,253307,si,19/11/2010,0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,1
682531,57,21/05/2011,Hot Chelle Rae,,,,Tonight Tonight,30,7,Hot Chelle Rae,76,200467,no,15/03/2011,0.686,0.783,-4.977,0.119,0.0764,0,0.163,0.814,99.978,1
682531,57,21/05/2011,Hot Chelle Rae,,,,Tonight Tonight,30,7,Hot Chelle Rae,54,200093,no,15/03/2011,0.689,0.78,-4.945,0.126,0.0886,0,0.0954,0.816,99.984,1
662413,88,21/05/2011,Foster The People,,,,Pumped Up Kicks,34,3,Foster The People,85,239600,no,14/09/2010,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,1
662413,88,21/05/2011,Foster The People,,,,Pumped Up Kicks,34,3,Foster The People,47,239600,no,14/09/2010,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,1
680937,100,21/05/2011,Britney Spears,,,,Hold It Against Me,17,1,Britney Spears,62,228827,no,10/01/2011,0.648,0.722,-4.813,0.0427,0.0103,0,0.24,0.389,132.973,1
674208,1,28/05/2011,Adele,,,,Rolling In The Deep,50,1,Adele,,,no,29/11/2010,,,,,,,,,,1
663352,2,28/05/2011,Katy Perry,Kanye West,,,E.T.,30,1,Katy Perry & Kanye West,67,229573,no,17/08/2010,0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,1
696386,3,28/05/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,68,320547,no,24/09/2010,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952,1
696386,3,28/05/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,64,320587,no,24/09/2010,0.581,0.772,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,1
696386,3,28/05/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,39,321173,no,24/09/2010,0.581,0.774,-6.547,0.0399,0.000334,0.0174,0.109,0.358,127.952,1
685489,4,28/05/2011,Pitbull,"Ne-Yo, Afrojack",Nayer,,Give Me Everything,38,1,"Pitbull & Ne-Yo, Afrojack & Nayer",,,no,18/03/2011,,,,,,,,,,2
677350,5,28/05/2011,The Black Eyed Peas,,,,Just Can't Get Enough,31,3,The Black Eyed Peas,,,no,08/02/2011,,,,,,,,,,1
681804,6,28/05/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,75,284867,no,08/02/2011,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130,1
681804,6,28/05/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,64,284867,no,08/02/2011,0.73,0.777,-5.199,0.0479,0.108,0.000467,0.069,0.591,130,1
681804,6,28/05/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,60,284867,no,08/02/2011,0.73,0.777,-5.199,0.0479,0.108,0.000467,0.069,0.591,130,1
666396,7,28/05/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,35,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.948,174.943,1
666396,7,28/05/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,76,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.949,174.943,1
666396,7,28/05/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,74,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.949,174.943,1
686171,8,28/05/2011,Britney Spears,Nicki Minaj,Ke$ha,,Till The World Ends,24,3,Britney Spears & Nicki Minaj & Ke$ha,,,si,04/03/2011,,,,,,,,,,2
680251,9,28/05/2011,Chris Brown,Lil Wayne,Busta Rhymes,,Look At Me Now,27,6,Chris Brown & Lil Wayne & Busta Rhymes,,,si,01/02/2011,,,,,,,,,,2
664106,10,28/05/2011,Jeremih,50 Cent,,,Down On Me,33,4,Jeremih & 50 Cent,73,228453,no,28/09/2010,0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,1
987506,11,28/05/2011,Rihanna,Britney Spears,,,S&M,26,1,Rihanna & Britney Spears,,,si,12/11/2010,,,,,,,,,,1
671041,12,28/05/2011,Lupe Fiasco,,,,The Show Goes On,33,9,Lupe Fiasco,73,239613,si,26/10/2010,0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,1
663371,13,28/05/2011,CeeLo Green,,,,F**k You! (Forget You),48,2,CeeLo Green,,,no,19/08/2010,,,,,,,,,,1
695259,14,28/05/2011,Lady Antebellum,,,,Just A Kiss,33,7,Lady Antebellum,,,no,02/05/2011,,,,,,,,,,1
675218,15,28/05/2011,Ke$ha,,,,Blow,26,7,Ke$ha,,,no,12/11/2010,,,,,,,,,,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,74,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,69,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,53,260253,no,28/03/2011,0.586,0.827,-5.102,0.15,0.0037,0,0.328,0.508,123.905,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,0,260413,no,28/03/2011,0.586,0.835,-5.117,0.146,0.00387,0,0.304,0.492,123.936,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,0,260413,no,28/03/2011,0.586,0.835,-5.117,0.146,0.00387,0,0.304,0.492,123.936,1
684019,19,28/05/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,47,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,74,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,5,264147,no,25/01/2011,0.744,0.733,-4.061,0.141,0.019,0,0.26,0.34,130.012,2
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,61,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,69,262173,no,25/01/2011,0.75,0.727,-4.21,0.142,0.0189,0,0.266,0.359,129.993,2
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,59,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,20,28/05/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,47,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
675215,21,28/05/2011,P!nk,,,,F**kin' Perfect,30,2,P!nk,65,213413,si,14/12/2010,0.57,0.646,-4.748,0.0331,0.0412,0,0.362,0.485,91.954,1
675215,21,28/05/2011,P!nk,,,,F**kin' Perfect,30,2,P!nk,64,213113,si,14/12/2010,0.563,0.671,-4.788,0.0372,0.0422,0,0.36,0.45,91.965,1
676439,22,28/05/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,80,200013,si,05/04/2011,0.723,0.86,-4.357,0.203,0.271,4.56E-06,0.598,0.667,126.979,1
676439,22,28/05/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,2,202773,si,05/04/2011,0.751,0.777,-6.105,0.2,0.0558,0.00542,0.331,0.643,126.938,1
692658,27,28/05/2011,Lady Gaga,,,,Judas,8,10,Lady Gaga,70,249067,no,15/04/2011,0.664,0.934,-3.848,0.0697,0.00108,2.77E-05,0.27,0.53,130.982,1
692658,27,28/05/2011,Lady Gaga,,,,Judas,8,10,Lady Gaga,61,249067,no,15/04/2011,0.661,0.936,-3.832,0.0744,0.000959,1.45E-05,0.36,0.558,130.998,1
692658,27,28/05/2011,Lady Gaga,,,,Judas,8,10,Lady Gaga,65,249067,no,15/04/2011,0.661,0.937,-3.83,0.0744,0.000967,1.59E-05,0.355,0.535,131.001,1
692658,27,28/05/2011,Lady Gaga,,,,Judas,8,10,Lady Gaga,38,249067,no,15/04/2011,0.664,0.934,-3.848,0.0697,0.00108,2.77E-05,0.27,0.53,130.982,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,72,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,75,227880,no,26/10/2010,0.638,0.826,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,67,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,55,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,51,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,2,229773,no,26/10/2010,0.636,0.832,-4.994,0.0478,0.141,0,0.0832,0.617,124.089,1
663560,28,28/05/2011,Katy Perry,,,,Firework,39,1,Katy Perry,46,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
675554,31,28/05/2011,Dr. Dre,Eminem,Skylar Grey,,I Need A Doctor,20,4,Dr. Dre & Eminem & Skylar Grey,72,283733,si,01/02/2011,0.594,0.946,-4.521,0.452,0.0869,0,0.306,0.397,155.826,2
670409,33,28/05/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,55,229413,no,04/04/2011,0.678,0.739,-5.068,0.0352,0.32,2.36E-06,0.116,0.658,127.037,1
670409,33,28/05/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,74,229400,no,04/04/2011,0.68,0.741,-5.055,0.0357,0.347,1.87E-06,0.117,0.635,127.024,1
667121,36,28/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,36,28/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,36,28/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
667121,36,28/05/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,20,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
660203,38,28/05/2011,Bruno Mars,,,,Just The Way You Are,48,1,Bruno Mars,43,220293,no,20/06/2010,0.636,0.847,-5.417,0.0439,0.0132,0,0.105,0.455,109.028,1
630980,44,28/05/2011,OneRepublic,,,,Good Life,34,8,OneRepublic,73,253307,si,19/11/2010,0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,1
671333,50,28/05/2011,Enrique Iglesias,Ludacris,DJ Frank E,,Tonight (I'm Lovin' You),25,4,Enrique Iglesias & Ludacris & DJ Frank E,50,231293,no,22/11/2010,0.651,0.884,-3.986,0.0533,0.0242,5.36E-06,0.202,0.285,125.941,2
682531,56,28/05/2011,Hot Chelle Rae,,,,Tonight Tonight,30,7,Hot Chelle Rae,76,200467,no,15/03/2011,0.686,0.783,-4.977,0.119,0.0764,0,0.163,0.814,99.978,1
682531,56,28/05/2011,Hot Chelle Rae,,,,Tonight Tonight,30,7,Hot Chelle Rae,54,200093,no,15/03/2011,0.689,0.78,-4.945,0.126,0.0886,0,0.0954,0.816,99.984,1
662413,86,28/05/2011,Foster The People,,,,Pumped Up Kicks,34,3,Foster The People,85,239600,no,14/09/2010,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,1
662413,86,28/05/2011,Foster The People,,,,Pumped Up Kicks,34,3,Foster The People,47,239600,no,14/09/2010,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,1
674208,1,04/06/2011,Adele,,,,Rolling In The Deep,50,1,Adele,,,no,29/11/2010,,,,,,,,,,1
663352,2,04/06/2011,Katy Perry,Kanye West,,,E.T.,30,1,Katy Perry & Kanye West,67,229573,no,17/08/2010,0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,1
685489,3,04/06/2011,Pitbull,"Ne-Yo, Afrojack",Nayer,,Give Me Everything,38,1,"Pitbull & Ne-Yo, Afrojack & Nayer",,,no,18/03/2011,,,,,,,,,,2
677350,4,04/06/2011,The Black Eyed Peas,,,,Just Can't Get Enough,31,3,The Black Eyed Peas,,,no,08/02/2011,,,,,,,,,,1
681804,5,04/06/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,75,284867,no,08/02/2011,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130,1
681804,5,04/06/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,64,284867,no,08/02/2011,0.73,0.777,-5.199,0.0479,0.108,0.000467,0.069,0.591,130,1
681804,5,04/06/2011,Jennifer Lopez,Pitbull,,,On The Floor,29,3,Jennifer Lopez & Pitbull,60,284867,no,08/02/2011,0.73,0.777,-5.199,0.0479,0.108,0.000467,0.069,0.591,130,1
666396,6,04/06/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,35,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.948,174.943,1
666396,6,04/06/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,76,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.949,174.943,1
666396,6,04/06/2011,Bruno Mars,,,,The Lazy Song,27,4,Bruno Mars,74,190213,no,15/02/2010,0.738,0.804,-3.851,0.0621,0.332,0,0.279,0.949,174.943,1
686171,7,04/06/2011,Britney Spears,Nicki Minaj,Ke$ha,,Till The World Ends,24,3,Britney Spears & Nicki Minaj & Ke$ha,,,si,04/03/2011,,,,,,,,,,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,74,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,5,264147,no,25/01/2011,0.744,0.733,-4.061,0.141,0.019,0,0.26,0.34,130.012,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,61,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,69,262173,no,25/01/2011,0.75,0.727,-4.21,0.142,0.0189,0,0.266,0.359,129.993,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,59,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
680447,8,04/06/2011,LMFAO,Lauren Bennett,GoonRock,,Party Rock Anthem,39,1,LMFAO & Lauren Bennett & GoonRock,47,262147,no,25/01/2011,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,2
671041,9,04/06/2011,Lupe Fiasco,,,,The Show Goes On,33,9,Lupe Fiasco,73,239613,si,26/10/2010,0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,1
680251,10,04/06/2011,Chris Brown,Lil Wayne,Busta Rhymes,,Look At Me Now,27,6,Chris Brown & Lil Wayne & Busta Rhymes,,,si,01/02/2011,,,,,,,,,,2
664106,11,04/06/2011,Jeremih,50 Cent,,,Down On Me,33,4,Jeremih & 50 Cent,73,228453,no,28/09/2010,0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,1
987506,14,04/06/2011,Rihanna,Britney Spears,,,S&M,26,1,Rihanna & Britney Spears,,,si,12/11/2010,,,,,,,,,,1
676439,15,04/06/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,80,200013,si,05/04/2011,0.723,0.86,-4.357,0.203,0.271,4.56E-06,0.598,0.667,126.979,1
676439,15,04/06/2011,Nicki Minaj,,,,Super Bass,34,3,Nicki Minaj,2,202773,si,05/04/2011,0.751,0.777,-6.105,0.2,0.0558,0.00542,0.331,0.643,126.938,1
663371,17,04/06/2011,CeeLo Green,,,,F**k You! (Forget You),48,2,CeeLo Green,,,no,19/08/2010,,,,,,,,,,1
675218,18,04/06/2011,Ke$ha,,,,Blow,26,7,Ke$ha,,,no,12/11/2010,,,,,,,,,,1
696386,19,04/06/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,68,320547,no,24/09/2010,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952,1
696386,19,04/06/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,64,320587,no,24/09/2010,0.581,0.772,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,1
696386,19,04/06/2011,Lady Gaga,,,,The Edge Of Glory,24,3,Lady Gaga,39,321173,no,24/09/2010,0.581,0.774,-6.547,0.0399,0.000334,0.0174,0.109,0.358,127.952,1
695259,22,04/06/2011,Lady Antebellum,,,,Just A Kiss,33,7,Lady Antebellum,,,no,02/05/2011,,,,,,,,,,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,74,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,69,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,53,260253,no,28/03/2011,0.586,0.827,-5.102,0.15,0.0037,0,0.328,0.508,123.905,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,0,260413,no,28/03/2011,0.586,0.835,-5.117,0.146,0.00387,0,0.304,0.492,123.936,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,0,260413,no,28/03/2011,0.586,0.835,-5.117,0.146,0.00387,0,0.304,0.492,123.936,1
684019,24,04/06/2011,Lady Gaga,,,,Born This Way,20,1,Lady Gaga,47,260253,no,28/03/2011,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,1
675215,25,04/06/2011,P!nk,,,,F**kin' Perfect,30,2,P!nk,65,213413,si,14/12/2010,0.57,0.646,-4.748,0.0331,0.0412,0,0.362,0.485,91.954,1
675215,25,04/06/2011,P!nk,,,,F**kin' Perfect,30,2,P!nk,64,213113,si,14/12/2010,0.563,0.671,-4.788,0.0372,0.0422,0,0.36,0.45,91.965,1
630980,28,04/06/2011,OneRepublic,,,,Good Life,34,8,OneRepublic,73,253307,si,19/11/2010,0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,1
670409,29,04/06/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,55,229413,no,04/04/2011,0.678,0.739,-5.068,0.0352,0.32,2.36E-06,0.116,0.658,127.037,1
670409,29,04/06/2011,Jason Aldean,,,,Dirt Road Anthem,27,7,Jason Aldean,74,229400,no,04/04/2011,0.68,0.741,-5.055,0.0357,0.347,1.87E-06,0.117,0.635,127.024,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,72,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,75,227880,no,26/10/2010,0.638,0.826,-4.968,0.0479,0.139,0,0.0803,0.649,124.072,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,67,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,55,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,51,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,2,229773,no,26/10/2010,0.636,0.832,-4.994,0.0478,0.141,0,0.0832,0.617,124.089,1
663560,32,04/06/2011,Katy Perry,,,,Firework,39,1,Katy Perry,46,227893,no,26/10/2010,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,1
660203,37,04/06/2011,Bruno Mars,,,,Just The Way You Are,48,1,Bruno Mars,43,220293,no,20/06/2010,0.636,0.847,-5.417,0.0439,0.0132,0,0.105,0.455,109.028,1
667121,39,04/06/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,30,223253,no,28/09/2010,0.706,0.558,-7.237,0.0596,0.146,0,0.118,0.228,110.444,1
667121,39,04/06/2011,Bruno Mars,,,,Grenade,36,1,Bruno Mars,78,223253,no,28/09/2010,0.706,0.558,-7.237,0.0593,0.146,0,0.118,0.227,110.443,1
